Hourly Obs

Month/Year: 02/2010
Station Location: CONCORD MUNICIPAL AIRPORT (14745)
Lat: 43.195
Lon: -71.501
Elev: 346 ft. above sea level
WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
14745,20101001,1214,11,FEW005 BKN009 OVC020, , 1.50, ,+RA BR, ,61, ,16.0, ,61, ,16.1, ,61, ,16.0, ,100, ,10, ,300, , , ,29.25, , , , , ,M, ,SP, , , ,29.62, 
14745,20101001,1220,11,BKN004 BKN011 OVC020, , 1.25, ,+RA BR, ,61, ,16.0, ,61, ,16.1, ,61, ,16.0, ,100, ,11, ,300, , , ,29.25, , , , , ,M, ,SP, , , ,29.62, 
14745,20101001,1230,11,SCT006 BKN016 OVC022, , 1.00, ,+RA BR, ,61, ,16.0, ,60, ,15.4, ,59, ,15.0, , 93, ,11, ,300, , , ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20101001,1247,11,FEW006 BKN016 OVC022, , 2.00, ,RA BR, ,61, ,16.0, ,60, ,15.4, ,59, ,15.0, , 93, , 9, ,330, , , ,29.23, , , , , ,M, ,SP, , , ,29.60, 
14745,20101001,1251,11,FEW006 BKN016 OVC022, , 2.50, ,RA BR, ,60, ,15.6, ,59, ,15.2, ,59, ,15.0, , 97, , 7, ,320, ,16, ,29.23, ,0, ,001, ,29.60, ,AA, ,0.43, ,29.60, 
14745,20101001,1258,11,FEW006 BKN016 BKN022, , 5.00, ,-RA BR, ,61, ,16.0, ,60, ,15.4, ,59, ,15.0, , 93, , 9, ,340, , , ,29.22, , , , , ,M, ,SP, , , ,29.59, 
14745,20101001,1349,11,BKN012 BKN022 BKN060, ,10.00, ,-RA, ,61, ,16.0, ,60, ,15.4, ,59, ,15.0, , 93, , 9, ,290, , , ,29.24, , , , , ,M, ,SP, , , ,29.61, 
14745,20101001,1351,11,BKN012 BKN022 BKN060, ,10.00, ,-RA, ,60, ,15.6, ,59, ,15.2, ,59, ,15.0, , 97, , 9, ,300, , , ,29.24, , , , , ,29.61, ,AA, ,0.02, ,29.61, 
14745,20101001,1421,11,SCT014 OVC029, ,10.00, ,-RA, ,61, ,16.0, ,59, ,14.8, ,57, ,14.0, , 87, , 9, ,290, , , ,29.24, , , , , ,M, ,SP, , , ,29.61, 
14745,20101001,1435,11,FEW016 OVC027, , 1.75, ,RA BR, ,61, ,16.0, ,59, ,14.8, ,57, ,14.0, , 87, , 9, ,310, , , ,29.25, , , , , ,M, ,SP, , , ,29.62, 
14745,20101001,1448,11,FEW009 OVC027, , 2.00, ,RA BR, ,61, ,16.0, ,59, ,14.8, ,57, ,14.0, , 87, ,11, ,300, , , ,29.27, , , , , ,M, ,SP, , , ,29.64, 
14745,20101001,1451,11,FEW009 SCT019 OVC027, , 2.00, ,RA BR, ,60, ,15.6, ,59, ,14.9, ,58, ,14.4, , 93, , 9, ,300, , , ,29.27, , , , , ,29.64, ,AA, ,0.05, ,29.64, 
14745,20101001,1520,11,SCT008 BKN023 OVC031, , 4.00, ,-RA BR, ,59, ,15.0, ,58, ,14.3, ,57, ,14.0, , 93, ,13, ,320, , , ,29.25, , , , , ,M, ,SP, , , ,29.62, 
14745,20101001,1542,11,FEW008 BKN033 OVC060, , 8.00, ,-RA, ,59, ,15.0, ,58, ,14.3, ,57, ,14.0, , 93, ,10, ,330, ,21, ,29.25, , , , , ,M, ,SP, , , ,29.62, 
14745,20101001,1549,11,BKN027 OVC060, , 7.00, ,-RA, ,59, ,15.0, ,58, ,14.3, ,57, ,14.0, , 93, ,13, ,320, ,18, ,29.26, , , , , ,M, ,SP, , , ,29.63, 
14745,20101001,1551,11,FEW011 BKN027 OVC060, , 7.00, ,-RA, ,59, ,15.0, ,58, ,14.3, ,57, ,13.9, , 93, ,13, ,320, , , ,29.26, ,0, ,010, ,29.63, ,AA, ,0.02, ,29.63, 
14745,20101001,1600,11,SCT032 SCT040 OVC060, ,10.00, ,-RA, ,59, ,15.0, ,57, ,13.7, ,55, ,13.0, , 87, ,14, ,330, , , ,29.26, ,0, ,010, ,29.63, ,SP, , , ,29.63, 
14745,20101001,1651,11,FEW038 BKN049 OVC060, ,10.00, , , ,58, ,14.4, ,57, ,13.8, ,56, ,13.3, , 93, ,13, ,320, ,20, ,29.28, , , , , ,29.64, ,AA, ,  T, ,29.65, 
14745,20101001,1751,11,OVC060, ,10.00, , , ,57, ,13.9, ,55, ,12.9, ,54, ,12.2, , 90, , 9, ,330, , , ,29.30, , , , , ,29.66, ,AA, , , ,29.67, 
14745,20101001,1851,11,FEW070 OVC100, ,10.00, , , ,57, ,13.9, ,55, ,12.6, ,53, ,11.7, , 87, , 9, ,320, , , ,29.30, ,1, ,013, ,29.67, ,AA, , , ,29.67, 
14745,20101001,1951,11,OVC100, ,10.00, , , ,58, ,14.4, ,55, ,12.9, ,53, ,11.7, , 84, ,10, ,320, , , ,29.32, , , , , ,29.69, ,AA, , , ,29.69, 
14745,20101001,2051,11,SCT070 OVC110, ,10.00, ,-RA, ,57, ,13.9, ,55, ,12.6, ,53, ,11.7, , 87, , 8, ,340, , , ,29.31, , , , , ,29.68, ,AA, ,0.01, ,29.68, 
14745,20101001,2151,11,SCT060 BKN080 BKN110, ,10.00, , , ,57, ,13.9, ,55, ,12.6, ,53, ,11.7, , 87, , 7, ,340, , , ,29.32, ,1, ,006, ,29.69, ,AA, ,  T, ,29.69, 
14745,20101001,2251,11,CLR, ,10.00, , , ,57, ,13.9, ,54, ,12.0, ,51, ,10.6, , 80, ,10, ,330, ,22, ,29.27, , , , , ,29.64, ,AA, , , ,29.64, 
14745,20101001,2351,11,CLR, ,10.00, , , ,56, ,13.3, ,52, ,11.2, ,49, ,9.4, , 78, , 8, ,330, , , ,29.28, , , , , ,29.65, ,AA, , , ,29.65, 
14745,20101002,0051,11,CLR, ,10.00, , , ,55, ,12.8, ,51, ,10.4, ,47, ,8.3, , 75, ,15, ,320, ,25, ,29.32, ,5, ,000, ,29.69, ,AA, , , ,29.69, 
14745,20101002,0151,11,CLR, ,10.00, , , ,53, ,11.7, ,49, ,9.6, ,46, ,7.8, , 77, ,10, ,310, ,18, ,29.34, , , , , ,29.71, ,AA, , , ,29.71, 
14745,20101002,0251,11,CLR, ,10.00, , , ,54, ,12.2, ,49, ,9.6, ,45, ,7.2, , 72, ,11, ,330, ,22, ,29.37, , , , , ,29.74, ,AA, , , ,29.74, 
14745,20101002,0351,11,FEW035, ,10.00, , , ,51, ,10.6, ,48, ,9.1, ,46, ,7.8, , 83, , 8, ,310, , , ,29.39, ,1, ,024, ,29.76, ,AA, , , ,29.76, 
14745,20101002,0451,11,CLR, ,10.00, , , ,51, ,10.6, ,47, ,8.3, ,43, ,6.1, , 74, , 8, ,310, , , ,29.41, , , , , ,29.78, ,AA, , , ,29.78, 
14745,20101002,0551,11,CLR, ,10.00, , , ,49, ,9.4, ,45, ,7.3, ,41, ,5.0, , 74, , 9, ,310, , , ,29.44, , , , , ,29.81, ,AA, , , ,29.81, 
14745,20101002,0651,11,CLR, ,10.00, , , ,51, ,10.6, ,46, ,7.8, ,41, ,5.0, , 69, ,11, ,310, , , ,29.46, ,1, ,023, ,29.83, ,AA, , , ,29.83, 
14745,20101002,0751,11,CLR, ,10.00, , , ,53, ,11.7, ,47, ,8.2, ,40, ,4.4, , 62, ,14, ,310, ,24, ,29.49, , , , , ,29.86, ,AA, , , ,29.86, 
14745,20101002,0851,11,CLR, ,10.00, , , ,55, ,12.8, ,48, ,8.7, ,40, ,4.4, , 57, ,20, ,320, ,26, ,29.52, , , , , ,29.89, ,AA, , , ,29.89, 
14745,20101002,0951,11,CLR, ,10.00, , , ,56, ,13.3, ,48, ,9.0, ,40, ,4.4, , 55, ,17, ,320, ,26, ,29.53, ,1, ,025, ,29.90, ,AA, , , ,29.90, 
14745,20101002,1051,11,CLR, ,10.00, , , ,58, ,14.4, ,50, ,9.7, ,41, ,5.0, , 53, ,16, ,330, ,23, ,29.55, , , , , ,29.92, ,AA, , , ,29.92, 
14745,20101002,1151,11,CLR, ,10.00, , , ,59, ,15.0, ,49, ,9.3, ,38, ,3.3, , 46, ,16, ,320, ,25, ,29.55, , , , , ,29.92, ,AA, , , ,29.92, 
14745,20101002,1251,11,CLR, ,10.00, , , ,61, ,16.1, ,50, ,9.8, ,38, ,3.3, , 43, ,14, ,340, ,20, ,29.54, ,0, ,004, ,29.91, ,AA, , , ,29.91, 
14745,20101002,1351,11,CLR, ,10.00, , , ,62, ,16.7, ,50, ,9.9, ,37, ,2.8, , 40, , 9, ,350, ,18, ,29.56, , , , , ,29.93, ,AA, , , ,29.93, 
14745,20101002,1451,11,CLR, ,10.00, , , ,61, ,16.1, ,49, ,9.4, ,36, ,2.2, , 39, ,13, ,310, , , ,29.58, , , , , ,29.95, ,AA, , , ,29.95, 
14745,20101002,1551,11,CLR, ,10.00, , , ,60, ,15.6, ,49, ,9.6, ,38, ,3.3, , 44, ,10, ,320, , , ,29.61, ,3, ,021, ,29.98, ,AA, , , ,29.98, 
14745,20101002,1651,11,CLR, ,10.00, , , ,57, ,13.9, ,47, ,8.6, ,37, ,2.8, , 47, , 8, ,330, , , ,29.62, , , , , ,30.00, ,AA, , , ,29.99, 
14745,20101002,1751,11,CLR, ,10.00, , , ,53, ,11.7, ,46, ,7.7, ,38, ,3.3, , 57, , 6, ,350, , , ,29.64, , , , , ,30.02, ,AA, , , ,30.01, 
14745,20101002,1851,11,CLR, ,10.00, , , ,50, ,10.0, ,44, ,6.9, ,38, ,3.3, , 64, , 7, ,330, , , ,29.67, ,3, ,021, ,30.04, ,AA, , , ,30.04, 
14745,20101002,1951,11,CLR, ,10.00, , , ,45, ,7.2, ,42, ,5.7, ,39, ,3.9, , 80, , 0, ,000, , , ,29.70, , , , , ,30.07, ,AA, , , ,30.07, 
14745,20101002,2051,11,CLR, , 5.00, ,HZ, ,44, ,6.7, ,41, ,5.1, ,38, ,3.3, , 80, , 3, ,320, , , ,29.71, , , , , ,30.08, ,AA, , , ,30.08, 
14745,20101002,2059,11,CLR, , 2.00, ,HZ, ,45, ,7.0, ,42, ,5.7, ,39, ,4.0, , 80, , 0, ,000, , , ,29.71, , , , , ,M, ,SP, , , ,30.08, 
14745,20101002,2119,11,CLR, , 9.00, , , ,43, ,6.0, ,40, ,4.6, ,37, ,3.0, , 79, , 3, ,340, , , ,29.72, , , , , ,M, ,SP, , , ,30.09, 
14745,20101002,2151,11,CLR, ,10.00, , , ,42, ,5.6, ,41, ,4.8, ,39, ,3.9, , 89, , 0, ,000, , , ,29.73, ,1, ,021, ,30.10, ,AA, , , ,30.10, 
14745,20101002,2251,11,CLR, ,10.00, , , ,40, ,4.4, ,39, ,3.7, ,37, ,2.8, , 89, , 0, ,000, , , ,29.75, , , , , ,30.12, ,AA, , , ,30.12, 
14745,20101002,2351,11,CLR, ,10.00, , , ,37, ,2.8, ,36, ,2.3, ,35, ,1.7, , 93, , 0, ,000, , , ,29.75, , , , , ,30.12, ,AA, , , ,30.12, 
14745,20101003,0051,11,CLR, ,10.00, , , ,36, ,2.2, ,36, ,1.9, ,35, ,1.7, , 96, , 0, ,000, , , ,29.77, ,3, ,013, ,30.14, ,AA, , , ,30.14, 
14745,20101003,0151,11,CLR, ,10.00, , , ,35, ,1.7, ,35, ,1.4, ,34, ,1.1, , 96, , 0, ,000, , , ,29.77, , , , , ,30.14, ,AA, , , ,30.14, 
14745,20101003,0251,11,CLR, ,10.00, , , ,33, ,0.6, ,32, ,0.1, ,31, ,-0.6, , 92, , 0, ,000, , , ,29.77, , , , , ,30.15, ,AA, , , ,30.14, 
14745,20101003,0351,11,CLR, ,10.00, , , ,34, ,1.1, ,33, ,0.6, ,32, ,0.0, , 92, , 0, ,000, , , ,29.80, ,3, ,010, ,30.17, ,AA, , , ,30.17, 
14745,20101003,0411,11,SCT001, ,10.00, , , ,34, ,1.0, ,33, ,0.6, ,32, ,0.0, , 92, , 0, ,000, , , ,29.80, , , , , ,M, ,SP, , , ,30.17, 
14745,20101003,0419,11,BKN001, ,10.00, , , ,34, ,1.0, ,33, ,0.6, ,32, ,0.0, , 92, , 0, ,000, , , ,29.80, , , , , ,M, ,SP, , , ,30.17, 
14745,20101003,0430,11,OVC001, , 1.00, ,BR, ,34, ,1.0, ,34, ,1.1, ,34, ,1.0, ,100, , 0, ,000, , , ,29.80, , , , , ,M, ,SP, , , ,30.17, 
14745,20101003,0434,11,VV001, , 0.25, ,FG, ,34, ,1.0, ,34, ,1.1, ,34, ,1.0, ,100, , 3, ,100, , , ,29.80, , , , , ,M, ,SP, , , ,30.17, 
14745,20101003,0451,11,VV001, , 0.25, ,FG, ,34, ,1.1, ,34, ,0.8, ,33, ,0.6, , 96, , 0, ,000, , , ,29.81, , , , , ,30.18, ,AA, , , ,30.18, 
14745,20101003,0454,11,BKN001, , 1.25, ,BR, ,34, ,1.0, ,34, ,1.1, ,34, ,1.0, ,100, , 0, ,000, , , ,29.81, , , , , ,M, ,SP, , , ,30.18, 
14745,20101003,0456,11,BKN001, , 5.00, ,BR, ,34, ,1.0, ,34, ,1.1, ,34, ,1.0, ,100, , 0, ,000, , , ,29.81, , , , , ,M, ,SP, , , ,30.18, 
14745,20101003,0508,11,BKN001, , 1.25, ,BR, ,36, ,2.0, ,35, ,1.7, ,34, ,1.0, , 92, , 0, ,000, , , ,29.81, , , , , ,M, ,SP, , , ,30.18, 
14745,20101003,0531,11,OVC001, , 0.25, ,FG, ,36, ,2.0, ,35, ,1.7, ,34, ,1.0, , 92, , 0, ,000, , , ,29.82, , , , , ,M, ,SP, , , ,30.19, 
14745,20101003,0551,11,VV001, , 0.25, ,FG, ,35, ,1.7, ,35, ,1.6, ,35, ,1.7, ,100, , 0, ,000, , , ,29.83, , , , , ,30.21, ,AA, , , ,30.20, 
14745,20101003,0611,11,BKN001 BKN005, , 1.25, ,BR, ,36, ,2.0, ,35, ,1.7, ,34, ,1.0, , 92, , 0, ,000, , , ,29.83, , , , , ,M, ,SP, , , ,30.20, 
14745,20101003,0613,11,SCT001 BKN005, , 4.00, ,BR, ,36, ,2.0, ,35, ,1.7, ,34, ,1.0, , 92, , 0, ,000, , , ,29.83, , , , , ,M, ,SP, , , ,30.20, 
14745,20101003,0626,11,BKN003, ,10.00, , , ,36, ,2.0, ,36, ,2.2, ,36, ,2.0, ,100, , 3, ,050, , , ,29.83, , , , , ,M, ,SP, , , ,30.20, 
14745,20101003,0642,11,SCT003, , 9.00, , , ,37, ,3.0, ,37, ,2.5, ,36, ,2.0, , 96, , 0, ,000, , , ,29.83, , , , , ,M, ,SP, , , ,30.20, 
14745,20101003,0651,11,SCT003, , 8.00, , , ,38, ,3.3, ,38, ,3.0, ,37, ,2.8, , 96, , 0, ,000, , , ,29.84, ,3, ,015, ,30.22, ,AA, , , ,30.21, 
14745,20101003,0707,11,BKN003, , 3.00, ,BR, ,37, ,3.0, ,37, ,2.7, ,37, ,3.0, ,100, , 3, ,310, , , ,29.85, , , , , ,M, ,SP, , , ,30.22, 
14745,20101003,0714,11,BKN003, , 1.75, ,BR, ,37, ,3.0, ,37, ,2.7, ,37, ,3.0, ,100, , 3, ,310, , , ,29.85, , , , , ,M, ,SP, , , ,30.22, 
14745,20101003,0718,11,OVC003, , 0.75, ,BR, ,37, ,3.0, ,37, ,2.7, ,37, ,3.0, ,100, , 3, ,310, , , ,29.85, , , , , ,M, ,SP, , , ,30.22, 
14745,20101003,0729,11,OVC001, , 0.50, ,FG, ,37, ,3.0, ,37, ,2.7, ,37, ,3.0, ,100, , 5, ,320, , , ,29.85, , , , , ,M, ,SP, , , ,30.22, 
14745,20101003,0736,11,OVC001, , 1.50, ,BR, ,37, ,3.0, ,37, ,2.7, ,37, ,3.0, ,100, , 3, ,320, , , ,29.85, , , , , ,M, ,SP, , , ,30.22, 
14745,20101003,0744,11,OVC001, , 3.00, ,BR, ,37, ,3.0, ,37, ,2.7, ,37, ,3.0, ,100, , 3, ,290, , , ,29.85, , , , , ,M, ,SP, , , ,30.23, 
14745,20101003,0751,11,BKN001, , 8.00, , , ,39, ,3.9, ,38, ,3.4, ,37, ,2.8, , 93, , 3, ,310, , , ,29.85, , , , , ,30.23, ,AA, , , ,30.23, 
14745,20101003,0807,11,SCT001, ,10.00, , , ,41, ,5.0, ,39, ,4.0, ,37, ,3.0, , 86, , 0, ,000, , , ,29.85, , , , , ,M, ,SP, , , ,30.23, 
14745,20101003,0851,11,CLR, ,10.00, , , ,44, ,6.7, ,42, ,5.4, ,39, ,3.9, , 83, , 0, ,000, , , ,29.87, , , , , ,30.25, ,AA, , , ,30.24, 
14745,20101003,0951,11,CLR, ,10.00, , , ,50, ,10.0, ,45, ,7.3, ,40, ,4.4, , 69, , 0, ,000, , , ,29.87, ,1, ,012, ,30.25, ,AA, , , ,30.24, 
14745,20101003,1051,11,CLR, ,10.00, , , ,54, ,12.2, ,48, ,8.9, ,42, ,5.6, , 64, , 0, ,000, , , ,29.87, , , , , ,30.24, ,AA, , , ,30.24, 
14745,20101003,1151,11,CLR, ,10.00, , , ,57, ,13.9, ,48, ,8.8, ,38, ,3.3, , 49, , 3, ,100, , , ,29.85, , , , , ,30.23, ,AA, , , ,30.23, 
14745,20101003,1251,11,FEW044, ,10.00, , , ,57, ,13.9, ,48, ,8.6, ,37, ,2.8, , 47, , 5, ,050, , , ,29.84, ,8, ,011, ,30.22, ,AA, , , ,30.21, 
14745,20101003,1351,11,CLR, ,10.00, , , ,60, ,15.6, ,49, ,9.2, ,36, ,2.2, , 41, , 8, ,360, , , ,29.83, , , , , ,30.20, ,AA, , , ,30.20, 
14745,20101003,1451,11,CLR, ,10.00, , , ,59, ,15.0, ,48, ,9.1, ,37, ,2.8, , 44, , 8, ,080, , , ,29.82, , , , , ,30.20, ,AA, , , ,30.19, 
14745,20101003,1551,11,CLR, ,10.00, , , ,59, ,15.0, ,48, ,8.9, ,36, ,2.2, , 42, , 8, ,060, , , ,29.82, ,6, ,007, ,30.20, ,AA, , , ,30.19, 
14745,20101003,1651,11,CLR, ,10.00, , , ,57, ,13.9, ,47, ,8.4, ,36, ,2.2, , 46, , 9, ,020, , , ,29.82, , , , , ,30.20, ,AA, , , ,30.19, 
14745,20101003,1751,11,CLR, ,10.00, , , ,51, ,10.6, ,45, ,7.4, ,39, ,3.9, , 64, , 3, ,050, , , ,29.84, , , , , ,30.21, ,AA, , , ,30.21, 
14745,20101003,1851,11,CLR, ,10.00, , , ,49, ,9.4, ,44, ,6.8, ,39, ,3.9, , 69, , 0, ,000, , , ,29.85, ,3, ,010, ,30.23, ,AA, , , ,30.22, 
14745,20101003,1951,11,CLR, ,10.00, , , ,49, ,9.4, ,45, ,7.1, ,40, ,4.4, , 71, , 3, ,330, , , ,29.85, , , , , ,30.24, ,AA, , , ,30.23, 
14745,20101003,2051,11,FEW120, ,10.00, , , ,47, ,8.3, ,44, ,6.7, ,41, ,5.0, , 80, , 0, ,000, , , ,29.87, , , , , ,30.25, ,AA, , , ,30.24, 
14745,20101003,2151,11,OVC120, ,10.00, , , ,48, ,8.9, ,45, ,7.3, ,42, ,5.6, , 80, , 5, ,330, , , ,29.91, ,3, ,021, ,30.29, ,AA, , , ,30.28, 
14745,20101003,2251,11,FEW120, ,10.00, , , ,47, ,8.3, ,45, ,7.0, ,42, ,5.6, , 83, , 5, ,030, , , ,29.87, , , , , ,30.24, ,AA, , , ,30.24, 
14745,20101003,2351,11,CLR, ,10.00, , , ,47, ,8.3, ,45, ,7.0, ,42, ,5.6, , 83, , 3, ,290, , , ,29.90, , , , , ,30.28, ,AA, , , ,30.27, 
14745,20101004,0051,11,OVC110, ,10.00, , , ,48, ,8.9, ,44, ,6.8, ,40, ,4.4, , 74, , 0, ,000, , , ,29.90, ,6, ,005, ,30.27, ,AA, , , ,30.27, 
14745,20101004,0151,11,FEW110, ,10.00, , , ,48, ,8.9, ,44, ,6.8, ,40, ,4.4, , 74, , 6, ,350, , , ,29.88, , , , , ,30.27, ,AA, , , ,30.26, 
14745,20101004,0251,11,CLR, ,10.00, , , ,49, ,9.4, ,44, ,6.6, ,38, ,3.3, , 66, , 5, ,030, , , ,29.90, , , , , ,30.27, ,AA, , , ,30.27, 
14745,20101004,0351,11,FEW075 SCT120, ,10.00, , , ,49, ,9.4, ,44, ,6.6, ,38, ,3.3, , 66, , 8, ,360, , , ,29.88, ,6, ,002, ,30.27, ,AA, , , ,30.26, 
14745,20101004,0451,11,BKN080 OVC100, ,10.00, ,-RA, ,49, ,9.4, ,44, ,6.4, ,37, ,2.8, , 63, , 3, ,340, , , ,29.91, , , , , ,30.29, ,AA, ,  T, ,30.28, 
14745,20101004,0551,11,BKN075 BKN110, ,10.00, , , ,48, ,8.9, ,43, ,6.3, ,38, ,3.3, , 68, , 5, ,350, , , ,29.91, , , , , ,30.28, ,AA, ,  T, ,30.28, 
14745,20101004,0651,11,FEW070, ,10.00, ,-RA, ,49, ,9.4, ,44, ,6.4, ,37, ,2.8, , 63, , 6, ,020, , , ,29.91, ,1, ,006, ,30.28, ,AA, ,  T, ,30.28, 
14745,20101004,0751,11,BKN110, ,10.00, , , ,50, ,10.0, ,44, ,6.7, ,37, ,2.8, , 61, ,14, ,030, ,21, ,29.90, , , , , ,30.28, ,AA, , , ,30.27, 
14745,20101004,0851,11,FEW050, ,10.00, , , ,54, ,12.2, ,47, ,8.2, ,39, ,3.9, , 57, , 8, ,040, , , ,29.90, , , , , ,30.27, ,AA, ,  T, ,30.27, 
14745,20101004,0951,11,OVC060, ,10.00, , , ,53, ,11.7, ,46, ,7.9, ,39, ,3.9, , 59, , 9, ,040, , , ,29.90, ,5, ,002, ,30.28, ,AA, , , ,30.27, 
14745,20101004,1051,11,OVC065, ,10.00, , , ,57, ,13.9, ,49, ,9.5, ,41, ,5.0, , 55, , 8, ,050, , , ,29.88, , , , , ,30.26, ,AA, , , ,30.25, 
14745,20101004,1151,11,OVC080, ,10.00, , , ,59, ,15.0, ,50, ,10.2, ,42, ,5.6, , 54, ,10, ,060, , , ,29.85, , , , , ,30.23, ,AA, , , ,30.23, 
14745,20101004,1251,11,OVC070, ,10.00, , , ,60, ,15.6, ,51, ,10.5, ,42, ,5.6, , 52, ,11, ,080, ,20, ,29.84, ,6, ,020, ,30.22, ,AA, , , ,30.21, 
14745,20101004,1351,11,OVC065, ,10.00, , , ,60, ,15.6, ,51, ,10.5, ,42, ,5.6, , 52, ,11, ,080, , , ,29.82, , , , , ,30.19, ,AA, , , ,30.19, 
14745,20101004,1451,11,OVC065, ,10.00, , , ,60, ,15.6, ,51, ,10.5, ,42, ,5.6, , 52, ,10, ,050, , , ,29.81, , , , , ,30.18, ,AA, , , ,30.18, 
14745,20101004,1551,11,OVC060, ,10.00, , , ,60, ,15.6, ,51, ,10.5, ,42, ,5.6, , 52, ,11, ,080, ,17, ,29.80, ,6, ,016, ,30.17, ,AA, , , ,30.17, 
14745,20101004,1651,11,OVC060, ,10.00, , , ,58, ,14.4, ,50, ,10.0, ,42, ,5.6, , 55, , 7, ,060, , , ,29.79, , , , , ,30.16, ,AA, , , ,30.16, 
14745,20101004,1751,11,OVC055, ,10.00, , , ,57, ,13.9, ,50, ,9.7, ,42, ,5.6, , 57, , 7, ,040, , , ,29.80, , , , , ,30.17, ,AA, , , ,30.17, 
14745,20101004,1851,11,BKN040 OVC050, ,10.00, , , ,56, ,13.3, ,50, ,9.7, ,43, ,6.1, , 62, , 7, ,050, , , ,29.81, ,3, ,003, ,30.18, ,AA, , , ,30.18, 
14745,20101004,1951,11,OVC048, ,10.00, , , ,56, ,13.3, ,49, ,9.2, ,41, ,5.0, , 57, , 6, ,040, , , ,29.81, , , , , ,30.18, ,AA, , , ,30.18, 
14745,20101004,2051,11,OVC040, ,10.00, , , ,55, ,12.8, ,48, ,8.9, ,41, ,5.0, , 59, , 6, ,030, , , ,29.80, , , , , ,30.17, ,AA, , , ,30.17, 
14745,20101004,2151,11,OVC042, ,10.00, , , ,55, ,12.8, ,48, ,8.9, ,41, ,5.0, , 59, , 7, ,030, , , ,29.80, ,8, ,003, ,30.17, ,AA, , , ,30.17, 
14745,20101004,2251,11,OVC040, ,10.00, , , ,54, ,12.2, ,48, ,8.7, ,41, ,5.0, , 62, , 6, ,050, , , ,29.78, , , , , ,30.15, ,AA, , , ,30.15, 
14745,20101004,2351,11,OVC038, ,10.00, , , ,54, ,12.2, ,48, ,8.9, ,42, ,5.6, , 64, , 3, ,010, , , ,29.77, , , , , ,30.14, ,AA, , , ,30.14, 
14745,20101005,0051,11,OVC036, ,10.00, , , ,54, ,12.2, ,49, ,9.2, ,43, ,6.1, , 67, , 3, ,020, , , ,29.76, ,6, ,013, ,30.13, ,AA, , , ,30.13, 
14745,20101005,0151,11,OVC036, ,10.00, , , ,54, ,12.2, ,49, ,9.2, ,43, ,6.1, , 67, , 6, ,010, , , ,29.74, , , , , ,30.11, ,AA, , , ,30.11, 
14745,20101005,0238,11,BKN024 OVC038, ,10.00, , , ,54, ,12.0, ,49, ,9.7, ,45, ,7.0, , 72, , 3, ,050, , , ,29.74, , , , , ,M, ,SP, , , ,30.11, 
14745,20101005,0251,11,OVC024, ,10.00, , , ,54, ,12.2, ,49, ,9.4, ,44, ,6.7, , 69, , 5, ,050, , , ,29.74, , , , , ,30.11, ,AA, , , ,30.11, 
14745,20101005,0323,11,SCT022 OVC039, ,10.00, , , ,54, ,12.0, ,49, ,9.7, ,45, ,7.0, , 72, , 6, ,030, , , ,29.74, , , , , ,M, ,SP, , , ,30.11, 
14745,20101005,0351,11,FEW037 OVC070, ,10.00, , , ,54, ,12.2, ,49, ,9.4, ,44, ,6.7, , 69, , 7, ,020, , , ,29.73, ,6, ,010, ,30.10, ,AA, , , ,30.10, 
14745,20101005,0451,11,BKN038 OVC080, ,10.00, , , ,53, ,11.7, ,49, ,9.1, ,44, ,6.7, , 72, , 3, ,020, , , ,29.74, , , , , ,30.11, ,AA, , , ,30.11, 
14745,20101005,0551,11,OVC034, ,10.00, , , ,52, ,11.1, ,48, ,8.6, ,43, ,6.1, , 72, , 3, ,350, , , ,29.74, , , , , ,30.11, ,AA, , , ,30.11, 
14745,20101005,0651,11,OVC032, ,10.00, , , ,53, ,11.7, ,49, ,9.1, ,44, ,6.7, , 72, , 0, ,000, , , ,29.75, ,1, ,006, ,30.12, ,AA, , , ,30.12, 
14745,20101005,0751,11,FEW030 OVC038, ,10.00, , , ,55, ,12.8, ,50, ,9.9, ,45, ,7.2, , 69, , 9, ,040, , , ,29.75, , , , , ,30.12, ,AA, , , ,30.12, 
14745,20101005,0851,11,OVC036, ,10.00, , , ,57, ,13.9, ,51, ,10.7, ,46, ,7.8, , 67, , 7, ,040, , , ,29.76, , , , , ,30.14, ,AA, , , ,30.13, 
14745,20101005,0951,11,OVC032, ,10.00, , , ,59, ,15.0, ,53, ,11.5, ,47, ,8.3, , 65, , 8, ,040, , , ,29.76, ,0, ,005, ,30.13, ,AA, , , ,30.13, 
